agent_id,agent_type,legal_name_es_raw,agent_name,risk_group,classification_raw,group3_limited_airborne,notes_raw,flag_A,flag_D,flag_T,flag_V,legal_primary_source_id,spanish_row_audit_status,spanish_row_audit_date,eu_primary_source_id,eu_rowwise_verified,eu_name_concordance,eu_current_intended_name_concordance,eu_spanish_original_text_name_concordance,eu_name_concordance_status,eu_group_concordance,eu_double_asterisk_concordance,eu_flag_A_concordance,eu_flag_D_concordance,eu_flag_T_concordance,eu_flag_V_concordance,eu_rowwise_audit_status,eu_source_text_history_status,eu_corrigendum_relevant,eu_corrigendum_id,eu_discrepancy_type,eu_discrepancy_note,basebio_available,basebio_name,basebio_match_status,basebio_review_status,basebio_link_scope,basebio_review_note
BIO-VIR-0060,virus,"Virus de la estomatitis vesicular, vesiculovirus de Indiana.","Virus de la estomatitis vesicular, vesiculovirus de Indiana",2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0061,virus,"Virus de la estomatitis vesicular, vesiculovirus de New Jersey.","Virus de la estomatitis vesicular, vesiculovirus de New Jersey",2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0062,virus,Vesiculovirus de Piry (virus de Piry).,Vesiculovirus de Piry (virus de Piry),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0063,virus,Coronavirus del síndrome respiratorio agudo grave (SARS-CoV).,Coronavirus del síndrome respiratorio agudo grave (SARS-CoV),3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Coronavirus del síndrome respiratorio agudo grave (SARS-CoV),exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0064,virus,Coronavirus del síndrome respiratorio agudo grave 2 (SARS-CoV-2) (1).,Coronavirus del síndrome respiratorio agudo grave 2 (SARS-CoV-2) (1),3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2020-80871,True,True,True,True,verified_semantic_name_concordance_2020_739,True,True,True,True,True,True,verified_semantic_against_directive_2020_739_sars2,no_material_source_text_anomaly_identified,False,,,,True,Coronavirus del síndrome respiratorio agudo grave 2 (SARS-CoV-2),exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0065,virus,Coronavirus del síndrome respiratorio de Oriente Medio (MERS-CoV).,Coronavirus del síndrome respiratorio de Oriente Medio (MERS-CoV),3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Coronavirus del síndrome respiratorio de Oriente Medio (MERS-CoV),exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0066,virus,Otros Coronaviridae de patogenicidad conocida.,Otros Coronaviridae de patogenicidad conocida,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Otros Coronaviridae de patogenicidad conocida,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0067,virus,Virus de Saffold.,Virus de Saffold,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0068,virus,Cosavirus A.,Cosavirus A,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0069,virus,Enterovirus A.,Enterovirus A,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0070,virus,Enterovirus B.,Enterovirus B,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0071,virus,Enterovirus C.,Enterovirus C,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0072,virus,"Enterovirus D, enterovirus humano de tipo 70 (virus de la conjuntivitis hemorrágica aguda).","Enterovirus D, enterovirus humano de tipo 70 (virus de la conjuntivitis hemorrágica aguda)",2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0073,virus,Rinovirus.,Rinovirus,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0074,virus,"Poliovirus, tipos 1 y 3.","Poliovirus, tipos 1 y 3",2,2,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0075,virus,"Poliovirus, tipo 2 (2).","Poliovirus, tipo 2 (2)",3,3,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0076,virus,"Hepatovirus A (virus de la hepatitis A, enterovirus humano de tipo 72).","Hepatovirus A (virus de la hepatitis A, enterovirus humano de tipo 72)",2,2,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,"Hepatovirus A (virus de la hepatitis A, enterovirus humano de tipo 72)",exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0077,virus,Virus de Aichi A (virus de Aichi 1).,Virus de Aichi A (virus de Aichi 1),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0078,virus,Parechovirus A.,Parechovirus A,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0079,virus,Parechovirus B (virus de Ljungan).,Parechovirus B (virus de Ljungan),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0080,virus,Otros Picornaviridae de patogenicidad conocida.,Otros Picornaviridae de patogenicidad conocida,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,rejected_false_positive,rejected_false_positive_taxonomic_family_mismatch,rejected,"Rejected: legal row is Picornaviridae, but candidate BASEBiO entry was Coronaviridae; taxonomic-family mismatch."
BIO-VIR-0081,virus,Adenoviridae (F).,Adenoviridae (F),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0082,virus,Astroviridae (F).,Astroviridae (F),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0083,virus,Mamarenavirus de Brasil.,Mamarenavirus de Brasil,4,4,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0084,virus,Mamarenavirus de Chapare.,Mamarenavirus de Chapare,4,4,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0085,virus,Mamarenavirus de Flexal.,Mamarenavirus de Flexal,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0086,virus,Mamarenavirus de Guaranito.,Mamarenavirus de Guaranito,4,4,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Mamarenavirus de Guanarito,manual_alias_candidate,manual_alias_verified_nomenclature_discrepancy,same_intended_agent_nomenclature_difference,Official Spanish legal source uses Guaranito; BASEBiO uses Guanarito. Legal name is not overwritten by technical nomenclature.
BIO-VIR-0087,virus,Mamarenavirus de Junín.,Mamarenavirus de Junín,4,4,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Mamarenavirus de Junín,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0088,virus,Mamarenavirus de Lassa.,Mamarenavirus de Lassa,4,4,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Mamarenavirus de Lassa,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0089,virus,Mamarenavirus de Lujo.,Mamarenavirus de Lujo,4,4,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Mamarenavirus de Lujo,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0090,virus,Mamarenavirus de la coriomeningitis linfocítica (cepas neurotrópicas).,Mamarenavirus de la coriomeningitis linfocítica (cepas neurotrópicas),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Mamarenavirus de la coriomeningitis linfocítica (cepas neurotrópicas),exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0091,virus,Mamarenavirus de la coriomeningitis linfocítica (otras cepas).,Mamarenavirus de la coriomeningitis linfocítica (otras cepas),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0092,virus,Mamarenavirus del Machupo.,Mamarenavirus del Machupo,4,4,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Mamarenavirus del Machupo,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0093,virus,Mamarenavirus de Mobala.,Mamarenavirus de Mobala,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0094,virus,Mamarenavirus de Mopeia.,Mamarenavirus de Mopeia,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0095,virus,Mamarenavirus de Tacaribe.,Mamarenavirus de Tacaribe,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0096,virus,Mamarenavirus de Whitewater Arroyo.,Mamarenavirus de Whitewater Arroyo,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0097,virus,Norovirus (Virus de Norwalk).,Norovirus (Virus de Norwalk),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0098,virus,Otros Caliciviridae de patogenicidad conocida.,Otros Caliciviridae de patogenicidad conocida,2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0099,virus,Virus de la hepatitis B.,Virus de la hepatitis B,3,3 (**),True,"V, D",False,True,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Virus de la hepatitis B,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0100,virus,Ortohepevirus A (virus de la hepatitis E).,Ortohepevirus A (virus de la hepatitis E),2,2,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0101,virus,Virus del dengue.,Virus del dengue,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Virus del dengue,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0102,virus,Virus de la encefalitis japonesa.,Virus de la encefalitis japonesa,3,3,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Virus de la encefalitis japonesa,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0103,virus,Virus de la enfermedad de la selva de Kyasanur.,Virus de la enfermedad de la selva de Kyasanur,3,3,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0104,virus,Virus de la encefalomielitis ovina.,Virus de la encefalomielitis ovina,3,3 (**),True,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0105,virus,Virus de la encefalitis del valle del Murray (virus de la encefalitis australiana).,Virus de la encefalitis del valle del Murray (virus de la encefalitis australiana),3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0106,virus,Virus de la fiebre hemorrágica de Omsk.,Virus de la fiebre hemorrágica de Omsk,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0107,virus,Virus de Powassan.,Virus de Powassan,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0108,virus,Virus Rocío.,Virus Rocío,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0109,virus,Virus de la encefalitis de San Luis.,Virus de la encefalitis de San Luis,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0110,virus,Virus de Absettarov.,Virus de Absettarov,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0111,virus,Virus de Hanzalova.,Virus de Hanzalova,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0112,virus,Virus de Hypr.,Virus de Hypr,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0113,virus,Virus de Kumlinge.,Virus de Kumlinge,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0114,virus,Virus de Negishi.,Virus de Negishi,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0115,virus,Encefalitis rusa de primavera-verano (a).,Encefalitis rusa de primavera-verano (a),3,3,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0116,virus,"Virus de las encefalitis transmitidas por garrapatas, subtipo centroeuropeo.","Virus de las encefalitis transmitidas por garrapatas, subtipo centroeuropeo",3,3 (**),True,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0117,virus,"Virus de las encefalitis transmitidas por garrapatas, subtipo del Lejano Oriente.","Virus de las encefalitis transmitidas por garrapatas, subtipo del Lejano Oriente",3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0118,virus,"Virus de las encefalitis transmitidas por garrapatas, subtipo siberiano.","Virus de las encefalitis transmitidas por garrapatas, subtipo siberiano",3,3,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0119,virus,Virus de Wesselsbron.,Virus de Wesselsbron,3,3 (**),True,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,False,,not_linked,not_linked,,
BIO-VIR-0120,virus,Virus del Nilo Occidental.,Virus del Nilo Occidental,3,3,False,,False,False,False,False,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Virus del Nilo Occidental,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
BIO-VIR-0121,virus,Virus de la fiebre amarilla.,Virus de la fiebre amarilla,3,3,False,V,False,False,False,True,BOE-A-2021-19371,verified_semantic_against_official_order_2021,2026-08-25,DOUE-L-2019-81658,True,True,True,True,verified_semantic_name_concordance,True,True,True,True,True,True,verified_semantic_against_official_eu_annex_iii,no_material_source_text_anomaly_identified,False,,,,True,Virus de la fiebre amarilla,exact_normalized,automated_exact_or_normalized_link_retained,same_or_normalized_legal_entity,
